ESTADO,MUNICIPIO,Ubicación_propuesta,LATITUD,LONGITUD,LATITUD_1,LONGITUD_1,PEA
DURANGO,CITIBANAMEX,Nuevo CAP,25.5488873,-103.4729563,24.8029997,-104.5731757,1
DURANGO,XXI-BANORTE,Nuevo CAP,24.0315455,-104.6537497,24.8029997,-104.5731757,1
DURANGO,AZTECA,Nuevo CAP,24.0277202,-104.6531759,24.8029997,-104.5731757,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.6057728,-99.0365112,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.4261696,-99.0194002,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.6659588,-99.2094687,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.5273191,-99.1014523,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.2742674,-99.5736939,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.5316781,-99.220109,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.5145573,-98.8528126,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INBURSA,Nuevo CAP,19.2713414,-99.6307313,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PROFUTURO,Nuevo CAP,19.2826098,-99.6556653,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.2763372,-98.8990118,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.6550654,-99.207905,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.6334506,-99.0765196,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.2616675,-99.6110749,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.4953521,-99.2363407,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.5413479,-99.2148424,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,20.0535516,-99.3395636,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,INVERCAP,Nuevo CAP,19.5386665,-99.0662121,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PENSIONISSSTE,Nuevo CAP,19.641655,-99.135953,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PENSIONISSSTE,Nuevo CAP,19.68572,-99.213646,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PENSIONISSSTE,Nuevo CAP,19.6044288,-99.0123901,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PENSIONISSSTE,Nuevo CAP,19.2922765,-99.6233734,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PENSIONISSSTE,Nuevo CAP,19.3572844,-99.1984595,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2899863,-99.6553117,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6550654,-99.207905,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4709414,-99.2363597,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3109604,-98.9141864,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3347211,-98.5806193,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6619175,-99.2250328,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6467878,-99.1706503,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6891727,-99.2315943,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6329012,-99.0935692,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6296405,-99.0861716,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5384145,-99.1940708,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6695666,-99.1774894,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5086565,-99.0610395,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2782985,-99.5940824,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6180336,-99.0664593,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3136199,-98.8875681,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2779068,-98.9459236,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5682547,-99.044541,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4167053,-98.9065987,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6142161,-99.1804959,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4968732,-99.7232673,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3554896,-98.9825083,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.409945,-98.928178,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6179196,-99.0269666,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4029316,-98.9878592,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,18.9582154,-99.5914303,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2875715,-99.5532668,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7122303,-98.9719369,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6430593,-99.1359486,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3042439,-99.0596444,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4021051,-99.0332276,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4276038,-98.9648614,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2634656,-98.8966841,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5665733,-99.7657164,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7974149,-99.1033378,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6025639,-99.0504376,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5774785,-99.0243799,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6508251,-99.258585,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2717274,-98.8901834,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5060382,-98.8831503,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4423709,-98.90177,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5079557,-98.8818793,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.1051968,-99.5909956,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6066768,-99.2264973,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6200469,-99.0359727,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7898329,-99.8877818,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6078245,-99.187333,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,18.9042433,-100.1536727,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6233176,-99.3167029,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2621411,-98.8984422,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.359979,-98.9769204,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4740328,-99.2328344,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5388867,-99.1935841,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.292272,-99.6528632,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2887799,-99.6545601,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.709994,-98.9685177,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3946249,-99.0413397,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.1272959,-98.7692718,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2757925,-98.8841211,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3131096,-98.8900033,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6805022,-98.995876,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5137221,-98.8850038,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3581802,-98.984202,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6086505,-99.0180765,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7125874,-99.2236019,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6803154,-99.0929046,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5646651,-98.8955634,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.1783392,-98.642728,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3284842,-98.9475825,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5956285,-99.0052739,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2884793,-98.9369537,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5622995,-99.2492201,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5185225,-99.1088481,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.1776862,-99.4700459,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2859785,-99.5208827,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6707258,-99.1817838,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7531658,-99.1913978,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6533104,-99.0951701,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.290081,-99.658708,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5645003,-99.2431456,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5037654,-99.0414727,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5683892,-99.2489455,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5421295,-99.1948807,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.631078,-99.1184652,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4587034,-99.2382454,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6365442,-99.3609381,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5974662,-99.0188989,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.1401997,-98.7724808,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6807334,-99.0933852,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3501553,-99.5930607,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7694903,-98.9834938,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2577619,-99.5974299,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3697601,-98.9625534,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4587054,-99.2337001,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.183328,-99.4689823,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.8315796,-99.2082571,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3045671,-98.9536993,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.8421699,-99.2414177,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6567742,-99.1183253,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5392472,-99.1946908,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5514091,-99.076155,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4463093,-99.1531572,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6676396,-99.244603,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.0345705,-98.7979843,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6861751,-98.8686715,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.63388,-99.09686,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5155078,-98.8670163,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4918814,-99.0466405,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.7743372,-99.114621,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4121482,-98.9330356,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2679057,-99.646424,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.035565,-98.8093064,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.6414723,-99.0586132,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.3095114,-99.5855178,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5579877,-99.0490829,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.957459,-99.5325828,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.4167421,-98.9025681,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.5442171,-99.0728323,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,COPPEL,Nuevo CAP,19.2903829,-99.7345025,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,SURA,Nuevo CAP,19.6289765,-99.1347017,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,SURA,Nuevo CAP,19.5105351,-99.219672,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,SURA,Nuevo CAP,19.2765715,-99.6359223,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.6696299,-99.1816867,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.652224,-99.2067366,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.6203481,-99.068156,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.5442171,-99.0728323,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.3129436,-98.8839694,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.3005293,-99.5318525,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.4662557,-99.2318821,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.5364154,-99.1954215,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.2842734,-99.6376585,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,CITIBANAMEX,Nuevo CAP,19.2779568,-99.6582244,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.4763974,-99.2252013,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.5300268,-99.0769748,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.5373142,-99.2080629,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.3578827,-98.9893452,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.2880094,-99.6584878,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,XXI-BANORTE,Nuevo CAP,19.6692956,-99.1812806,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PRINCIPAL,Nuevo CAP,19.467128,-99.223775,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,PRINCIPAL,Nuevo CAP,19.4968732,-99.7232673,19.44716548,-99.28291274,1
ESTADO DE MÉXICO,AZTECA,Nuevo CAP,19.563338,-99.2132549,19.44716548,-99.28291274,1
GUANAJUATO,INBURSA,Nuevo CAP,20.5201708,-100.798132,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,21.0311512,-101.8557271,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,20.6877797,-101.3497098,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,21.1474282,-101.7027891,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,21.109618,-101.6904626,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,20.5836761,-101.2145272,20.74717224,-101.1499664,1
GUANAJUATO,INBURSA,Nuevo CAP,20.9039532,-100.7278496,20.74717224,-101.1499664,1
GUANAJUATO,PROFUTURO,Nuevo CAP,20.6890382,-101.3604809,20.74717224,-101.1499664,1
GUANAJUATO,PROFUTURO,Nuevo CAP,21.1039438,-101.6486946,20.74717224,-101.1499664,1
GUANAJUATO,PROFUTURO,Nuevo CAP,20.5192027,-100.8316224,20.74717224,-101.1499664,1
GUANAJUATO,INVERCAP,Nuevo CAP,20.5281876,-100.8066376,20.74717224,-101.1499664,1
GUANAJUATO,INVERCAP,Nuevo CAP,20.6892914,-101.3552688,20.74717224,-101.1499664,1
GUANAJUATO,INVERCAP,Nuevo CAP,21.1193238,-101.6640547,20.74717224,-101.1499664,1
GUANAJUATO,INVERCAP,Nuevo CAP,20.5721858,-101.1999657,20.74717224,-101.1499664,1
GUANAJUATO,PENSIONISSSTE,Nuevo CAP,20.532269,-100.827153,20.74717224,-101.1499664,1
GUANAJUATO,PENSIONISSSTE,Nuevo CAP,21.1050246,-101.6581152,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1199343,-101.6832585,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5197463,-100.8104069,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.6715483,-101.3481142,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.099633,-101.6354555,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1211701,-101.6826359,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1245091,-101.6827693,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5229269,-100.8378541,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1317337,-101.6586372,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.4856969,-100.9627273,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.0162182,-101.8582995,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.0305956,-100.7208391,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1059274,-101.7004453,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.3927907,-101.181152,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.6714496,-101.3716302,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1426828,-101.6380239,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5749201,-101.1995037,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.6754983,-101.3404467,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.0821629,-101.6410483,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.9435213,-101.425398,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1583917,-100.9326698,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5262035,-100.8484653,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.4298196,-101.723577,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.2973139,-100.5260149,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.0206629,-101.2587114,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.1193202,-101.1767913,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5203446,-100.8155201,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.570326,-101.1995528,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.0174609,-101.2569467,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.3940037,-101.1820767,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.578068,-101.2154967,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.484853,-100.9631193,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.0315193,-100.7203767,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.459571,-101.529684,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.6756743,-101.3421197,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1221046,-101.6861823,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.1331139,-101.1880162,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.6431079,-100.9891788,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1580386,-100.9359799,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1460754,-101.6479787,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.8721811,-101.5157705,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.3738191,-101.0644358,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.621632,-101.6698299,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.9118333,-100.7407895,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.4846205,-100.9623328,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.2115927,-100.8793258,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.0047235,-100.3813291,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5446948,-100.6844284,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.5568822,-101.2023556,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,21.1758747,-101.6640771,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.9170187,-101.1617356,20.74717224,-101.1499664,1
GUANAJUATO,COPPEL,Nuevo CAP,20.643933,-100.9935281,20.74717224,-101.1499664,1
GUANAJUATO,SURA,Nuevo CAP,20.5081789,-100.8156698,20.74717224,-101.1499664,1
GUANAJUATO,SURA,Nuevo CAP,21.1616182,-101.6943475,20.74717224,-101.1499664,1
GUANAJUATO,CITIBANAMEX,Nuevo CAP,20.5190186,-100.8315226,20.74717224,-101.1499664,1
GUANAJUATO,CITIBANAMEX,Nuevo CAP,21.0167018,-101.2561431,20.74717224,-101.1499664,1
GUANAJUATO,CITIBANAMEX,Nuevo CAP,21.0173288,-101.2553015,20.74717224,-101.1499664,1
GUANAJUATO,CITIBANAMEX,Nuevo CAP,21.1248955,-101.6809276,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,20.5203446,-100.8155201,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,21.0128123,-101.261732,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,20.6895292,-101.3544332,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,21.1476788,-101.6859711,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,21.1333162,-101.6876081,20.74717224,-101.1499664,1
GUANAJUATO,XXI-BANORTE,Nuevo CAP,20.5870169,-101.1865127,20.74717224,-101.1499664,1
GUANAJUATO,PRINCIPAL,Nuevo CAP,21.1557371,-101.7053482,20.74717224,-101.1499664,1
GUANAJUATO,AZTECA,Nuevo CAP,20.5245763,-100.812148,20.74717224,-101.1499664,1
GUERRERO,INBURSA,Nuevo CAP,16.8537801,-99.8570544,17.56976977,-99.57797883,1
GUERRERO,INBURSA,Nuevo CAP,17.5420436,-99.5012095,17.56976977,-99.57797883,1
GUERRERO,INBURSA,Nuevo CAP,18.3453603,-99.536755,17.56976977,-99.57797883,1
